0 0.08081974772166822 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
1 0.08499088257302369 [0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
2 0.08338866144993005 [0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 1.0]
3 0.08129039161182466 [0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 1.0]
4 0.0817380651652905 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]
5 0.08079507715421086 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]
6 0.08138621090322166 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
7 0.08114565563698141 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.001]
8 0.08229155389555104 [-0.01, 0.002857142857142857, 0.002857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 1.0002857142857142]
9 0.08182564153007853 [-0.002857142857142857, -0.009183673469387756, 0.003673469387755102, 0.36734693877551017, 0.36734693877551017, 0.36734693877551017, 1.0003673469387757]
10 0.08508242847805658 [0.009183673469387756, -0.005481049562682216, 0.001049562682215744, 0.10495626822157439, 0.10495626822157439, 0.10495626822157439, 1.0001049562682216]
11 0.08094305574471489 [-0.005204081632653061, 0.0007725947521865889, 0.002405247813411079, 0.2405247813411079, 0.2405247813411079, 0.2405247813411079, 1.000240524781341]
12 0.08079382426737101 [0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0]
13 0.08097283825283567 [0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0005]
14 0.08069580628643935 [0.0, 0.0, 0.005, 0.0, 0.5, 0.0, 1.0]
15 0.08108322157812926 [0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0]
16 0.08122915416433099 [0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0]
17 0.08105587282451761 [-0.0014285714285714286, -0.004591836734693878, 0.001836734693877551, 0.18367346938775508, 0.6836734693877551, 0.18367346938775508, 1.0001836734693879]
18 0.08105794056140635 [-0.005, 0.0014285714285714286, 0.0014285714285714286, 0.14285714285714285, 0.6428571428571428, 0.14285714285714285, 1.000142857142857]
19 0.08063095209567951 [-0.001836734693877551, -0.000903790087463557, 0.0023615160349854227, -0.40670553935860054, 0.7361516034985421, 0.23615160349854225, 1.0002361516034983]
20 0.08080829898407879 [-0.0027551020408163266, -0.0013556851311953355, 0.003542274052478134, -0.8600583090379008, 0.8542274052478132, 0.3542274052478134, 1.0003542274052477]
21 0.08066788228355627 [-0.0023615160349854227, -0.001162015826738859, 0.0030362349021241146, -0.022907122032486463, 0.8036234902124114, -0.3392336526447314, 1.0003036234902123]
22 0.08159227175727576 [0.003392336526447314, -0.0033307550425417986, 0.0020669958945677388, -0.21312548342952345, 0.7066995894567739, -0.119831022788124, 1.0002066995894567]
23 0.08069148419833361 [-0.002901915868388172, 0.00023873981079312184, 0.0015881775450705062, 0.05386148628547629, 0.6588177545070507, 0.07718510144582615, 1.000158817754507]
24 0.08062468087059135 [-0.002099125364431487, -0.001032902957101208, 0.0026988754685547687, -0.21480633069554353, 0.7698875468554769, -0.051541024573094556, 1.0002698875468554]
25 0.08066208301393496 [-0.0009183673469387755, -0.0004518950437317785, 0.0036807580174927114, -0.20335276967930027, 0.6180758017492711, 0.11807580174927113, 1.0001180758017492]
26 0.08063332051128871 [-0.0009183673469387755, -0.0004518950437317785, 0.0011807580174927113, -0.20335276967930027, 0.6180758017492711, 0.11807580174927113, 1.0001180758017492]
27 0.08067110415982844 [-0.0009183673469387755, -0.0004518950437317785, 0.0011807580174927113, -0.20335276967930027, 0.868075801749271, 0.11807580174927113, 1.0001180758017492]
28 0.08071851065607838 [-0.0009183673469387755, -0.0004518950437317785, 0.0011807580174927113, -0.20335276967930027, 0.6180758017492711, 0.11807580174927113, 1.0003680758017492]
29 0.08081828252255309 [-0.0016326530612244899, -0.0027478134110787175, 0.002099125364431487, -0.11151603498542274, 0.7099125364431486, 0.2099125364431487, 1.0002099125364432]
30 0.08070072220282071 [-0.0034183673469387757, 0.00026239067055393577, 0.0018950437317784255, -0.13192419825072887, 0.6895043731778425, 0.18950437317784255, 1.0001895043731779]
31 0.08063732612893448 [-0.0015181174510620573, 0.0017529898256678767, 0.0019518652942226442, -0.33615457844945557, 0.6951865294222644, 0.03192122329981552, 1.000195186529422]
32 0.08063743071622768 [-0.0024037603379544236, 8.70385638636963e-05, 0.003090549005941401, -0.28226121768990814, 0.8090549005941402, 0.09914236415099145, 0.9999876263291654]
33 0.08065274064365896 [0.00038612737889824784, -0.0006773477523335151, 0.0027178362271308236, -0.39664322324395934, 0.7717836227130824, 0.001896075857605456, 1.00010851831659]
34 0.08062550430851385 [-0.001741159842291174, -2.7477097648296873e-05, 0.003871287144170284, -0.38044049569100485, 0.565700142988457, 0.040130439888558134, 1.0001772161779736]
35 0.08051688423060233 [-0.0019762434123918593, 9.378517266126922e-05, 0.0014257240375067327, -0.43103698883720615, 0.8007356690567957, 0.017860336499782976, 1.0001941134283234]
36 0.08048792228566248 [-0.0025051814451184013, 0.00036662528085779306, 0.00029820704751374336, -0.5448790984161591, 0.892065602710558, -0.0322473961249611, 1.0002321322416106]
37 0.08070829568395887 [-0.0041068263736622115, 0.0006175158907462368, 0.001697323205120884, -0.2800996424646041, 0.6813941280922632, 0.12428478468214392, 1.0002389891777743]
38 0.08056803936383958 [-0.0007371110592418669, -0.0003536318415635771, 0.0024627079716283387, -0.3675073280491205, 0.7491862490578776, 0.03249325306374007, 1.0001411360318861]
39 0.08053077034641683 [-0.002302153404774944, -0.0003331388381217075, 0.001498541258034256, -0.37984271455585134, 0.8309765747830175, -0.04189421034902783, 1.000251009894233]
40 0.08052072629109501 [-0.0021231706437047876, 0.0001695740916047481, 0.0020847470958420137, -0.46265979705358196, 0.7288828728495076, 0.003941521881798516, 1.000204674209792]
41 0.08051989100325205 [-0.002170958069497976, -0.000268582403302882, 0.001329861541249583, -0.47579231888737983, 0.8141086031045501, 0.10195210368679058, 1.0002341419225544]
42 0.08052904493904207 [-0.0017117743960285885, -4.263488143699273e-05, 0.0007394825325032274, -0.3741159340477297, 0.7550707022299146, 0.042914202812155015, 1.00017510402168]
43 0.08055015154949424 [-0.0020116494480902293, 0.001059807553262835, 0.0011250361708681938, -0.44051683843280737, 0.7936260660664113, -0.0001630864125727919, 1.0002136593855162]
44 0.0805345407417155 [-0.0024544708915364127, 0.00022683192236074468, 0.0016943780267275723, -0.4135701580530336, 0.8505602516523492, 0.03344748401301518, 1.000109879285388]
45 0.08048818350532089 [-0.0010595270331100767, -0.000155361235737861, 0.0015080216373222835, -0.47076116083005926, 0.8319246127118202, -0.015175660133677823, 1.0001703252791003]
46 0.08051332410898011 [-0.002081846518701539, -0.0010702892857703086, 0.0014901750117582858, -0.4513749278082769, 0.835970853945508, 0.026716813780027805, 1.0001798454300146]
47 0.08050041423825723 [-0.0015325609687311054, -0.0006079197143342334, 0.0008624894373362542, -0.489122970975263, 0.7748682690147581, -0.008816805283556557, 1.000303615857179]
48 0.08047160839771629 [-0.0014649949023371914, -0.00012645777562678872, 0.0008765971144015703, -0.5540733448779915, 0.7784210013788732, 0.07597557624004966, 1.0001775155234616]
49 0.08048975925765497 [-0.001046415651118315, -2.3117244379329343e-05, 0.0005656250425852274, -0.6411886600390616, 0.752143214676801, 0.1349104695345884, 1.000140768338076]
50 0.0804886621460733 [-0.0019848654843145764, -0.00044091113065144517, 0.0016748314347606965, -0.6112165284804736, 0.8609983879745351, 0.0006132697725510074, 1.0002541103965235]
51 0.08051601995547715 [-0.0015339534768126022, -0.0008275444529092412, 0.00021244811111296264, -0.5651174458823047, 0.9249335073906647, 0.03863502152883679, 1.000238664833192]
52 0.08044168630837836 [-0.001304164738823593, -0.0005490914007462851, 0.000648072685666359, -0.5775063889041996, 0.8713720355030835, -0.0774661551784278, 1.0002104893806116]
53 0.08043907146289765 [-0.0008707680734864015, -0.0006893458994679867, 0.0003071782578747469, -0.6283634239126095, 0.9000037517023503, -0.16717528461103698, 1.0001986631096402]
54 0.08047292090779028 [-0.001751687787701481, 4.9355949843289584e-05, 0.0017925518720206318, -0.5062515413465045, 0.7534243438774504, -0.0729520176318665, 1.0001945374061019]
55 0.08049584658031718 [-0.001109463679812528, 0.0006119994214510993, 0.0006012183600216934, -0.6356730918600262, 0.8188022801603052, -0.08951061885788447, 1.0002575545167331]
56 0.08042150867215252 [-0.0015378642900919395, 0.0004981781745251192, 0.0011542550552109932, -0.6397965118029725, 0.8924574397040682, -0.07703237510125092, 1.0001206237065845]
57 0.08041456045250978 [-0.0015405159507723566, 0.0010512271189547955, 0.0013001378641483627, -0.7151332822168273, 0.9512520250487233, -0.11114016001009812, 1.0000291276312874]
58 0.08047045137477651 [-0.002084119370713325, -0.0005962473334020146, 0.0016152174194188878, -0.515949302448724, 0.886366212812355, -0.0025184304275554874, 1.0001014202226173]
59 0.08046545412575118 [-0.0012370758194680614, 0.00041228144648608147, 0.00052457176886794, -0.5131866583906335, 0.8514180549517879, -0.09353709054373568, 1.0000612385788537]
60 0.08039849990164563 [-0.0022131424953462705, 0.0002889151750650523, 0.0004103958896051116, -0.6657635967726406, 0.8860613851402078, -0.10013714075466625, 1.0001138560676346]
61 0.0803651217310149 [-0.0027899502264643675, 0.0005110533804665089, -0.00013841698425347433, -0.7632648147439313, 0.9131297713544018, -0.14261788106516046, 1.0000856214619016]
62 0.08037100725069789 [-0.0008488505922939369, -0.00019180617021382582, 0.0014954607560515897, -0.6540415781373327, 0.831938729039711, -0.11459982903201131, 1.0000101888823505]
63 0.08038818138116582 [-0.0013443907653087027, 5.655969792721611e-05, -8.376724444645375e-05, -0.7348948600043669, 0.99301266934775, -0.08579458221086159, 0.999995112711073]
64 0.08029553838590506 [-0.0015966253258077093, 0.0002846641301270101, 0.0005577976963588866, -0.7387363465089872, 1.0293279169802922, -0.28094222135446667, 0.9999600195044595]
65 0.08024144963955497 [-0.0016624405375429683, 0.0004902250830039095, 0.0003983979873375448, -0.8310678473244851, 1.1547813747810016, -0.4594011201517249, 0.9998512714949583]
66 0.08027871425561109 [-0.0008570211908114737, 0.0010648743783039285, -0.0005284853035388147, -0.8668942589027578, 0.9980727518235666, -0.3329861260366242, 0.9999646437402582]
67 0.08020500641713366 [-0.0015954777052977123, 0.00024280072179236025, 0.0002612868977530604, -0.9707162173928838, 1.0749222516474994, -0.3103814760612694, 0.9999772268587094]
68 0.08013978934355702 [-0.0017746786482125377, 0.00015806035944549964, 0.00012964446219562058, -1.199480996894009, 1.1866743499953551, -0.4188036688200363, 0.9999352209986373]
69 0.08024869972600733 [-0.0022200456154868394, 0.0015865441417217104, 0.0004279564671236459, -1.018715901294165, 1.1082424401235098, -0.3086371060536822, 0.9997645331533503]
70 0.08013450756824664 [-0.0017444490709764514, -1.0811559105249405e-06, -0.0008141978240141746, -1.0186839341549005, 1.1018485710842183, -0.42109992952421654, 0.9998584702094353]
71 0.08000407294344027 [-0.0018464156310784988, -0.0005272352933431852, -0.0018713656680954432, -1.1704592601239372, 1.177146844101966, -0.5760798142812759, 0.9997731414985094]
72 0.08012608805549085 [-0.0020840099323743318, 0.0008267876961826542, 5.89648778237877e-05, -1.1233693278300954, 1.1126976910006818, -0.5865270022007142, 0.9998290647832029]
73 0.08014916320544102 [-0.002932452773983496, 0.001366180383294119, -0.0019306905164536278, -1.3383162524664904, 1.353988477583284, -0.6925580905706225, 0.999762238869312]
74 0.07992881776024627 [-0.0010320681533899597, 0.0009076428334216729, -0.0008088909282057504, -1.3933934266377657, 1.398757065619703, -0.8216658126818911, 0.9995944112633068]
75 0.07971394557790662 [-0.00015312711685275585, 0.001105937559899255, -0.0011441279001818884, -1.7084577325846833, 1.6415707127523536, -1.1611897784902565, 0.9993488061640095]
76 0.07995731580247982 [-0.0027638845964832195, 0.000365554173182918, -0.0005947204936755741, -1.5302106892452032, 1.4976706454159052, -0.8679271826971792, 0.9995394353917362]
77 0.07977325713156319 [-0.0015562427378068202, -0.0005049698669602331, -0.0018433556817092406, -1.524530414839807, 1.498766158628075, -1.0520733674354064, 0.999675232332468]
78 0.07966133135347948 [-0.002083505587254649, 0.00030700777748209843, -0.002454298250222221, -1.9103106309567217, 1.5505085907840324, -1.070644281132701, 0.9995381970872916]
79 0.07942574857896814 [-0.0022940381121104893, 0.00021539912472119292, -0.0038806463690021042, -2.44993202277284, 1.7483721987855478, -1.3762658616231893, 0.9993816598834583]
